Language 1,Sentence 1,Language 2,Sentence 2,Cosine similarity
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"=== New Zealand ===
Scones make up a part of kiwiana, and are among the most popular recipes in the Edmonds Cookery Book, New Zealand's best-selling cook book.",0.6085581
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"The Edmonds recipe is unsweetened, using only flour, baking powder, salt, butter and milk.",0.452181
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"Other ingredients such as cheese, sultanas and dates can be added.Cheese scones are a popular snack sold in cafes or tea shops, where they are commonly served toasted with butter.",0.5149819
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"=== South Africa ===
Scones are commonly served with clotted cream and jam; grated cheddar cheese is another popular accompaniment.",0.5101069
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"=== South America ===
Scones are quite popular in Argentina as well as Uruguay.",0.47063595
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"They were brought there by Irish, English and Scottish immigrants and by Welsh immigrants in Patagonia (Britons are the third largest foreign community in Argentina).",0.4515004
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"They are usually accompanied by tea, coffee or mate.",0.3567375
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"=== United States ===
American scones are sweet, heavy, dry and crumbly, similar to British rock cakes.",0.5857785
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"They are usually triangular, and often contain fruit such as blueberries or sultanas, or such flavorings as pumpkin, cinnamon or chocolate chips.",0.38844082
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,They may also be topped with icing.,0.42170775
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"They are often eaten as they are (not topped with butter, jam or cream), along with coffee or tea, and often appear in US coffee houses.",0.39249766
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"American biscuits are more similar to traditional British scones, but are usually savory and served with savory meals.",0.63899916
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"In Idaho and Utah, the bread products locally called ""scones"" are similar to Native American frybread or New Orleans beignets and are made from a sweet yeast dough, with buttermilk and baking powder or soda added, and they are fried rather than baked.",0.4756909
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,They are customarily served with butter and either honey or maple syrup.,0.44719422
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"=== Zimbabwe ===
In Zimbabwe scones are popular and often eaten for breakfast with English tea, jam and clotted cream.",0.5161368
es,"Un scone es un panecillo individual de forma redonda, típico de la cocina del Reino Unido y originario de Escocia.",en,"Originally brought to the country during its period of British colonial rule, the scone is sometimes seen as symbolic of the country's historic link to the UK that has become Zimbabweanified.",0.6108041
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"A scone ( SKON or  SKOHN) is a traditional Scottish baked good, popular in Scotland, Ireland and England.",0.62443334
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"It is usually made of either wheat flour or oatmeal, with baking powder as a leavening agent, and baked on sheet pans.",0.45961425
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,A scone is often slightly sweetened and occasionally glazed with egg wash.,0.35467735
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,The scone is a basic component of the cream tea.,0.39046848
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,It differs from teacakes and other types of sweets that are made with yeast.,0.31558293
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Scones were chosen as the Republic of Ireland representative for Café Europe during the Austrian presidency of the European Union in 2006, while the United Kingdom chose shortbread, also a Scottish baked product.",0.5044322
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"== Lexicology ==
The pronunciation of the word within the English-speaking world varies, with some pronouncing it  (rhymes with ""gone""), and others  (rhymes with ""tone"").",0.3632378
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,The dominant pronunciation differs by area.,0.36050743
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Pronunciation rhyming with ""tone"" is strongest in Scotland, Republic of Ireland, and English Midlands though it seems to have less prominent patches in Cornwall and Essex.",0.6128776
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"The pronunciation rhyming with ""gone"" is strongest in Northern England, although this also seems to be the favoured pronunciation in Southern England, Wales, the Home Counties, and East Anglia.",0.6389695
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,Natives of the Republic of Ireland and the United States mainly use the  pronunciation.,0.5862112
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"British dictionaries usually show the  form as the preferred pronunciation, while recognising the /skoʊn/ form.The difference in pronunciation is alluded to in a poem:
The Oxford English Dictionary reports that the first mention of the word was in 1513.",0.3936441
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,The origin of the word scone is obscure and may derive from different sources.,0.35398048
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"That is, the classic Scottish scone, the Dutch schoonbrood (very similar to the drop scone), and possibly other similarly named quick breads may have made their way onto the English tea table, where their similar names merged into one.",0.46549886
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Thus, scone may derive from the Middle Dutch schoonbrood (fine white bread), from schoon (pure, clean) and brood (bread), or it may derive from the Scots Gaelic term sgonn, meaning a shapeless mass or large mouthful.",0.53465533
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"The Middle Low German term schöne, meaning fine bread, may also have played a role in the origination of this word.",0.39157903
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"If the explanation put forward by Sheila MacNiven Cameron is true, the word may also be based on the town of Scone ( ) (Scots: Scone, Scottish Gaelic: Sgàin) in Scotland, the ancient capital of that country – where Scottish monarchs were crowned, and on whose Stone of Scone the monarchs of the United Kingdom are still crowned today.",0.4433114
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"== History ==
When baking powder became available to the masses, scones began to be the oven-baked, well-leavened items we know today.",0.3931526
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Modern scones are widely available in British bakeries, grocery stores, and supermarkets.",0.5300727
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"A 2005 market report estimated the UK scone market to be worth £64m, showing a 9% increase over the previous five years.",0.36054194
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"The increase is partly due to an increasing consumer preference for impulse and convenience foods.Scones sold commercially are usually round, although some brands are hexagonal, as this shape may be tessellated for space efficiency.",0.39619243
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"When prepared at home, they may take various shapes, including triangles, rounds and squares.",0.45012367
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,Baking scones at home is often closely tied to heritage baking.,0.33597207
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"They tend to be made using family recipes rather than recipe books, since it is often a family member who holds the ""best"" and most-treasured recipe.In 2023, a West London woman completed a decade-long project to sample a scone at every National Trust location (244 sites across England, Wales and Northern Ireland).",0.5087812
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"== Varieties ==
Scones are often lightly sweetened, but may also be savoury.",0.34222358
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"They frequently include raisins, currants, cheese or dates.",0.44341904
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"In Scotland and Ulster, savoury varieties of scone include soda scones, also known as soda farls, sour dough scones known as soor dook scones made with sour milk, and potato scones, normally known as tattie scones, which resemble small, thin savoury pancakes made with potato flour.",0.45350423
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,Potato scones are most commonly served fried in a full Scottish breakfast or an Ulster fry.,0.5478195
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"The griddle scone (or ""girdle scone"" in Scots) is a variety of scone that is cooked on a griddle on the stove top rather than baked in the oven.",0.4355561
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"This usage is also common in New Zealand, where scones of all varieties form an important part of traditional colonial New Zealand cuisine.",0.6094436
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Other common varieties include the dropped scone, or drop scone, like a pancake, after the method of dropping the batter onto the griddle or frying pan to cook it, and the lemonade scone, which is made with clear lemonade and cream instead of butter and milk.",0.44049472
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"The fruit scone or fruited scone contains currants, sultanas, peel and glacé cherries mixed into the dough.",0.4539869
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"To achieve lightness and flakiness, scones may be made with cream instead of milk.",0.33329532
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"In some countries one may also encounter savoury varieties of scone that may contain or be topped with combinations of cheese, onion, bacon, etc.",0.40141043
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Scones can be presented with various toppings and condiments, typically butter, jam and cream.",0.4627778
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,Strawberries are also sometimes used.,0.3404613
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"== Regional variations ==
=== Australia ===
Pumpkin scones, made by adding mashed cooked pumpkin to the dough mixture, had increased exposure during the period when Florence Bjelke-Petersen was in the public eye.",0.42669916
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Date scones, which contain chopped dried dates, can also be found in Australia.",0.4506743
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Another old style of cooking scones, generally in the colder months, is to deep-fry or deep pan-fry them in dripping or oil; prepared this way, they are called ""puftaloons"".",0.40312612
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== Hungary ===
In Hungary, a pastry very similar to the British version exists under the name ""pogácsa"".",0.4037816
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,The name has been adopted by several neighbouring nations' languages.,0.3289585
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Pogácsa is almost always savoury and served with varied seasonings and toppings, like dill and cheese.",0.37665248
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== Norway ===
Norwegian scones may contain raisins and orange and lemon bits.",0.44286543
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Instead of using butter, like most scone recipes, Norwegian scones use cultured milk instead.",0.3781151
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== New Zealand ===
Scones make up a part of kiwiana, and are among the most popular recipes in the Edmonds Cookery Book, New Zealand's best-selling cook book.",0.5000174
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"The Edmonds recipe is unsweetened, using only flour, baking powder, salt, butter and milk.",0.49531236
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Other ingredients such as cheese, sultanas and dates can be added.Cheese scones are a popular snack sold in cafes or tea shops, where they are commonly served toasted with butter.",0.44089514
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== South Africa ===
Scones are commonly served with clotted cream and jam; grated cheddar cheese is another popular accompaniment.",0.46223575
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== South America ===
Scones are quite popular in Argentina as well as Uruguay.",0.5289941
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"They were brought there by Irish, English and Scottish immigrants and by Welsh immigrants in Patagonia (Britons are the third largest foreign community in Argentina).",0.5040989
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"They are usually accompanied by tea, coffee or mate.",0.39361864
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== United States ===
American scones are sweet, heavy, dry and crumbly, similar to British rock cakes.",0.5520259
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"They are usually triangular, and often contain fruit such as blueberries or sultanas, or such flavorings as pumpkin, cinnamon or chocolate chips.",0.444385
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,They may also be topped with icing.,0.39440548
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"They are often eaten as they are (not topped with butter, jam or cream), along with coffee or tea, and often appear in US coffee houses.",0.5184635
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"American biscuits are more similar to traditional British scones, but are usually savory and served with savory meals.",0.48214406
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"In Idaho and Utah, the bread products locally called ""scones"" are similar to Native American frybread or New Orleans beignets and are made from a sweet yeast dough, with buttermilk and baking powder or soda added, and they are fried rather than baked.",0.53834474
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,They are customarily served with butter and either honey or maple syrup.,0.4207285
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"=== Zimbabwe ===
In Zimbabwe scones are popular and often eaten for breakfast with English tea, jam and clotted cream.",0.48686355
es,"Es un alimento muy común en desayunos y meriendas tanto del Reino Unido como de Irlanda, Canadá, Australia, Nueva Zelanda y los Estados Unidos de Norte América.",en,"Originally brought to the country during its period of British colonial rule, the scone is sometimes seen as symbolic of the country's historic link to the UK that has become Zimbabweanified.",0.43807924
